Date,롯데쇼핑,HD현대,서부티앤디,하나금융지주,모두투어,SK디앤디
2022-04-04,0.01425690543356799,0.012879601532435383,0.004842522863444633,0.002063990219006808,0.02256500835064386,0.00991741819017119
2022-04-05,-0.002024273891155451,0.009099281834104923,0.028573408729461746,-0.029290786780769063,0.014098986567166807,0.0
2022-04-06,-0.010183381833852565,-0.0054495787061173305,-0.02375411610057092,0.0074034017912265404,0.029558797614774684,-0.019934107588006695
2022-04-07,-0.021728718046643825,-0.007312611651378907,0.0,-0.015932165659707998,-0.021590660744670136,-0.008424703674525923
2022-04-08,-0.011572969929136001,0.005489384415728151,0.00479617839717235,-0.00752304095010365,0.0019821924102673117,0.001690614258024528
2022-04-11,0.011572969929135908,0.012692928029119142,-0.014457993889507805,0.013926399351022833,-0.026079724770828323,0.0
2022-04-12,-0.021142515277691162,-0.0018034988346535697,0.004842522863444633,-0.0021300292827820992,-0.024692675146588284,-0.020478563910004122
2022-04-13,0.009569545348555265,0.033720950267993675,0.0,0.006376332448649024,0.014478083228572813,0.006873009367172889
2022-04-14,-0.005305094359799665,0.010416789505519535,-0.004842522863444622,-0.002120897698304728,-0.01865343767651561,0.00512375569604254
2022-04-15,0.0010632547056041671,0.013722354202172379,0.009661815492335574,-0.004255434750344265,0.010405920129044541,0.011854547160537241
2022-04-18,0.021031346793005046,-0.006837601141943639,0.0,-0.00427332911813711,-0.018809296570917938,-0.011854547160537403
2022-04-19,-0.006263100277832077,0.013628766821991743,0.00479617839717235,0.019088459052503254,0.0,0.005097707313228702
2022-04-20,0.017644480106299598,0.0,-0.009615471026063123,0.0031462674217319795,0.0021074318934225194,-0.005097707313228608
2022-04-21,0.011253300375563866,-0.005089045624692132,0.009615471026063228,0.006263087196736572,-0.0063357506073361235,-0.003412894712009
2022-04-22,-0.005099490632649004,-0.0017021200553559957,-0.014457993889507805,0.014463197950609573,-0.01494164604195855,0.0
2022-04-25,-0.049250392944577885,-0.005123736384287909,-0.004866195439072707,-0.027028845961873677,-0.02394015299245181,-0.012038098747375818
2022-04-26,0.011745981975863403,0.0034187141757340855,0.08863597545454098,-0.004223787752873471,-0.008849666983721223,0.0017286777211726221
2022-04-27,-0.02798883932474576,-0.006849309399079982,-0.022574250018322983,-0.02139115516808233,-0.01793762721043022,-0.013913313728794077
2022-04-28,0.02159900823471325,0.013652100343652053,-0.00917448989527662,0.02877123631375114,0.0067643276038932615,0.003496573244116339
2022-04-29,0.009569545348555265,-0.01193536987796194,-0.00925913109553168,-0.012685100651584175,0.02222313482332693,-0.001746794841770865
2022-05-02,0.0,-0.003436413163785745,0.004640179076419402,-0.008547085463627393,0.0,-0.0017497784023453396
2022-05-03,-0.002118715776388208,0.003436413163785692,-0.02342030589841826,-0.007539050198539617,-0.02222313482332682,-0.0017528454943179345
2022-05-04,-0.008519767139471831,0.003424644658259355,-0.009523788294829966,0.022448751813176925,-0.03661730436700722,-0.00527704703101269
2022-05-06,0.0010689375673047805,0.003412956483684247,-0.014457993889507805,-0.004237210683447795,-0.004672979409598778,-0.0035334919609725057
2022-05-10,-0.006430832290316302,0.006791165680048049,-0.024571290245915135,-0.024719175200717886,-0.028505471707638917,-0.021467837257477668
2022-05-11,0.04004749716110293,-0.018787825087580975,0.00496279536210374,-0.03206480567675231,0.0072029306087446066,0.044215857751402333
2022-05-12,0.00823051210045117,-0.005185889564992541,-0.032196024832214655,0.0033651792987682686,-0.05659568109304314,-0.008688062763505165
2022-05-13,0.0391812920122914,0.02228031770854371,0.0071320254579593945,0.02761084198970552,0.029927398062121916,0.03430861597437515
2022-05-16,0.004913970438795841,0.013468227927185801,-0.029883742514808232,0.011911334452787211,0.017052863803166618,-0.003378375162721146
2022-05-17,-0.009852291489316555,0.018227500771809423,-0.005243973930808888,-0.004314915993519889,-0.01459883609850369,-0.01706522774574251
2022-05-18,0.0,0.008176621654870476,-0.02448231603718744,-0.0010817181614489794,-0.019802644816668654,-0.006908549213900334
2022-05-19,-0.04040951750171595,-0.016420652005486716,-0.02399232499331675,-0.019672723930558477,-0.012578780950116168,-0.008703258693781989
2022-05-20,-0.007242682371880189,-0.006644585073888579,0.030437181946228797,0.03577613024076931,0.012578780950116131,0.015611807907682294
2022-05-23,0.013409228911825355,-0.0236099042190627,-0.0053677657414305645,0.009539098969542881,0.0024969195650717266,0.01706522774574247
2022-05-24,-0.0061665465399452285,-0.012017331993618471,-0.023966307488032704,0.00526046414090306,-0.010025205242219693,-0.0033898981205855417
2022-05-25,0.004115195054315735,0.005168022594538402,0.004400489432557264,0.004188309710287692,0.0,0.008453260692358907
2022-05-26,-0.009283118416866399,0.00514137512394948,0.004381149222434573,0.00728797198498769,0.0,-0.006756839847308738
2022-05-27,0.01644429686092544,0.013582563213514122,0.016260541435229012,0.01748126187589326,0.046749033197541826,0.006756839847308611
2022-05-30,0.01918290325788286,0.010067300617837612,0.010695243364636505,0.00913237160323067,0.016686897796431427,0.005037714257236261
2022-05-31,0.014888561795978826,0.04248999298082048,0.009528912261396509,0.0,0.0,0.03457134745777682
2022-06-02,-0.030002320064549677,0.0,-0.002109637801450018,-0.0391399301198559,-0.01428599372055973,-0.016313613024253954
2022-06-03,0.07808848116003596,0.006379576545326681,-0.006355867076162914,0.0,0.02837076905515457,0.013072192971460273
2022-06-07,-0.014184587073679355,0.012638409228617776,-0.028019192183649094,-0.018018510707366937,-0.018824101297198862,-0.01636694505039206
2022-06-08,0.028170861215781422,0.021739952742092825,0.019481052996866897,0.0,0.0,-0.0033058506023362303
2022-06-09,-0.01869212261060495,-0.004618923960986675,-0.007530844485229556,-0.004287167171284781,-0.011947571833827362,-0.03538708504783617
2022-06-10,-0.019048184169087434,0.006153904862116785,-0.006500536433903536,-0.011885691018292474,-0.016970082511443243,-0.022550783083516563
2022-06-13,-0.02927044950841676,-0.03750442553573253,-0.05588052779811314,-0.02866777779741131,-0.04500760921906559,-0.04852702310020343
2022-06-14,0.004938321050520786,-0.003189851437987142,-0.0034541880290241476,0.010016756301156815,-0.0025608612284628816,-0.01858785972695651
2022-06-15,-0.009901065562942273,-0.030821506295473748,-0.01160113735729037,-0.01900560655874804,-0.025975483723563744,-0.02661756860204818
2022-06-16,0.004962744512421476,0.0016460830478408964,-0.0035066773707287478,-0.007932127453380183,-0.0026349844919037685,-0.017493123398726135
2022-06-17,-0.031173855737871976,-0.016584122861098474,-0.02730144722962859,-0.0311984108833746,-0.02673955649842297,0.005865107970057455
2022-06-20,0.0020407117345309454,-0.010084146039522093,-0.03676875815568816,-0.015375812483251367,-0.06435788049168431,-0.03976676120506705
2022-06-21,0.04874168815812922,0.033225565358593785,0.01117328672779161,0.005941859582318676,0.011494332202882748,0.01209706655128774
2022-06-22,-0.03759105468506417,-0.03153780925244613,-0.0519433006347494,-0.05354081320864614,-0.09274202822288624,-0.02434209457190843
2022-06-23,-0.0030287483533896482,-0.018723938337463563,-0.03170676179203375,0.0012492797897630042,-0.04816339462162869,-0.01865326781351886
2022-06-24,0.021011258883665576,0.013652100343652053,0.036894746768725735,0.006222757026155311,0.009820005969156304,0.05296534922565011
2022-06-27,0.0244511247487532,0.038242365848796624,0.026804476377712643,-0.012484593475004687,0.06921003247063666,0.017699707813556703
2022-06-28,-0.004842580593964963,0.006504129614454576,-0.019072368854080625,0.023588940838783226,-0.009160392540637826,-0.0019512163187657824
2022-06-29,-0.009756252665471764,-0.02498057528779067,-0.0220645761868905,-0.001252358093579925,-0.006153840383340192,0.01379329534041199
2022-06-30,0.019418158019100247,0.0016850056228316427,-0.03335855775599837,-0.013880231903331769,-0.012422530723547588,0.009737224811763659
2022-07-01,-0.034233194020838256,-0.023851223224513687,-0.020562855604802654,0.01137091254914875,-0.028528092792607644,0.0
2022-07-04,0.029413869261174706,-0.04406004921276616,-0.016760097335763023,-0.03711232802701687,-0.012945176030503536,-0.04154908492183798
2022-07-05,-0.0145988332594368,-0.012692751332288196,0.0481192325910966,0.01552413390903669,0.016155438563840815,0.01204826895731426
2022-07-06,-0.026827168671023534,-0.05823246675862323,-0.034133050383334335,-0.036605328193355116,-0.012903416407326477,-0.00801591861576653
2022-07-07,-0.00808912183232192,0.015355405416805998,0.024692659635331838,-0.0201755691257287,0.022472891668353777,0.004016073463942369
2022-07-08,0.0050634284290548654,0.00759021929629719,-0.009530437754294374,0.010810939523521485,-0.006369485543581275,-0.006030298961427822
2022-07-11,-0.048638747775867415,-0.011407043124786726,-0.01933745932164928,-0.017627590557355338,-0.019355428281286956,-0.008097135504807151
2022-07-12,-0.045560982179459274,-0.017358143815490914,-0.03260393513019051,-0.013774368002248811,-0.06042101180453362,0.0
2022-07-13,0.004429740019885364,0.005819562227174317,0.02981049408258617,-0.011157679278497605,0.04068354422279803,-0.05001047194679496
2022-07-14,-0.004429740019885341,-0.0038759996068344423,-0.0013995355230111224,-0.024131821275153165,0.009917461612579274,-0.02597542404695405
2022-07-15,-0.014533477727645763,-0.0077972765425935245,-0.02553327115261426,-0.02767827761249442,-0.0199342653137389,-0.017699594791765347
2022-07-18,0.01231127475212398,0.02893172788395369,0.04906370704487894,0.05040664154814001,0.01001680370115949,0.03509135458591694
2022-07-19,-0.004459370637508809,0.0,0.024325570742924654,0.0014034573395075637,0.0,0.012848067520658884
2022-07-20,0.04050910303860556,0.005687172978577668,-0.016151021891158863,0.026299112060638244,0.0033167390827677306,-0.004264403267856505
2022-07-21,0.014909710568882906,0.0018885870772788488,0.02545341180656581,0.021622569734571186,0.009884784239167265,0.014846566870492359
2022-07-22,-0.009559200453713224,0.003766424784450944,-0.03226087426408187,-0.033993896117097334,-0.013201523321934945,0.0
2022-07-25,0.005321944156580198,0.001877947229471349,0.020284697382136743,0.0027624541029453767,-0.003327776459160501,0.006295977660025639
2022-07-26,0.007403547058467544,0.024097547650724572,0.05089164249205883,-0.009702037219666133,0.0,0.02070469272996867
2022-07-27,-0.0031662907613345934,0.010928982998615493,0.011385308356789177,0.0055554274297846705,-0.013423031959852361,0.0162603701911156
2022-07-28,-0.015983238272996553,0.0036166646256637733,0.006269620874541795,0.01920506832340459,-0.006779659148235783,0.03564737642813673
2022-07-29,0.024404443585353455,0.026715768581040585,-0.0025031890405896864,0.010810939523521485,0.026847206650016234,0.001943597349882748
2022-08-01,-0.015848228130347072,0.01048959954821712,0.01245347726822975,-0.008097212665519212,0.019672750655482192,0.017324841340164626
2022-08-02,-0.02152934482776452,-0.0052310074396337575,0.013522069822757252,0.0,-0.026317266197410285,-0.00958777140332638
2022-08-03,0.02259373124734457,0.0,-0.001221775940176081,-0.0013559428901010926,0.016529299781095488,-0.007737069936838302
2022-08-04,0.01583150122077712,-0.010544905571063959,0.00973246273404001,0.009453155555620285,0.035430419879542235,0.017324841340164626
2022-08-05,0.015584678221759908,-0.0017684365666777344,0.016807046580220832,0.022592319961413695,0.0,0.026366902356490435
2022-08-08,0.04534783855223668,0.005295800335519238,-0.0023837812540028164,0.025941761710402158,0.0,0.012927209567727789
2022-08-09,0.0,0.0070175418022223384,0.002383781254002775,0.010191136754451177,0.006309205947095684,0.03249386600370292
2022-08-10,0.0,0.020761976706162318,0.0059348090865203006,-0.0038094448398717008,-0.01584825328555065,-0.0017778165393498443
2022-08-11,0.0146702231042675,0.003418829361740915,0.0011827599905898088,0.021397862820337333,0.03454037126537176,0.0
2022-08-12,-0.009756252665471764,0.018597371827227416,0.008240184883290204,-0.013793317511340804,-0.003091179857167822,0.019383922302060867
2022-08-16,-0.009852291489316555,-0.010101236933530648,-0.03216480054062137,-0.0114286712668411,0.003091179857167723,-0.010526495664258126
2022-08-17,0.0,-0.0016934173301510265,-0.019560509414957558,0.002551041496302451,-0.021841776521147126,-0.037740255545421424
2022-08-18,0.004938321050520786,0.0067568271278100125,-0.007435015337061888,-0.01929323755808232,0.009419245797599621,0.0
2022-08-19,-0.014888561795978781,-0.0033727067356566598,-0.003738271390729761,0.0,-0.0094192457975996,0.01994624662573244
2022-08-22,0.014888561795978826,0.01175496707531009,-0.020177282470288202,-0.018349164369730858,-0.012698594744224703,-0.01629000680256676
2022-08-23,-0.019901143368816265,0.008312581711067855,-0.006389806263987339,-0.0013236372281430456,-0.0031999897174461007,0.0
2022-08-24,0.0010045113284859273,0.02936587443970952,0.03278982282299097,0.02872259231376537,0.08299688803117168,-0.0036562398231656606
2022-08-25,0.008995566477388054,-0.004834781225869126,0.014778599319993861,0.008968739570408507,0.0,-0.007352981522271445
2022-08-26,0.0,0.009646370118915674,-0.02350139338629877,-0.0038339001812550586,-0.0059171530423342295,0.0
2022-08-29,-0.02928022644934914,-0.009646370118915787,-0.030497855679244148,-0.02594176171040205,0.03211959208942388,-0.009267954345346295
2022-08-30,0.01726809378006372,0.016026019137437304,0.03922064974554897,0.019519082093241397,0.042200348831626405,0.012951203383415726
2022-08-31,-0.00504800643702534,0.004758168637932622,-0.006222734088715272,0.011531287070198024,-0.016667094775254337,-0.014815177061306379
2022-09-01,-0.027708211826911466,-0.02564252909918024,-0.036876486068849114,-0.045610515033615406,-0.011267678837234552,-0.03802727797585241
2022-09-02,0.00725761238342216,0.0016220711308753415,-0.0025939520061421363,0.005319084311641064,0.008462695091809922,-0.011696051000405546
2022-09-05,0.002063965560505924,-0.0016220711308753597,-0.0026007704275968152,0.00924106155853506,-0.01699761907769114,0.003913822877349213
2022-09-06,0.0030880702570447315,0.011299629841655565,0.0,-0.0026316008181815334,0.0281708738148623,0.005842241823300025
2022-09-07,-0.018672748478804544,-0.026017755865987813,-0.0398459579444057,-0.03077165866675366,-0.028170873814862347,-0.017630209941084867
2022-09-08,0.022775281114802492,-0.011599139465251651,0.01746178987849545,0.005420109328710749,0.0028531139162434765,0.0059113938281663905
2022-09-13,0.0030658919056460025,0.01488863776378655,0.03403477076370675,0.059033519319663996,0.044575552756926956,0.02138069788468358
2022-09-14,-0.04380258120609105,-0.03509140490425075,-0.035367099225158384,-0.020592792976907193,-0.027626063850054856,-0.02729209171284997
2022-09-15,0.007435001324665103,0.011834535944679665,-0.013423186483748524,0.007772119918070033,0.013908428816947526,0.003944782445386704
2022-09-16,-0.011708564333501228,-0.016949670741208768,-0.027398934568627183,0.0038632955775104076,0.04589207314716123,-0.011881258632396995
2022-09-19,-0.011847188433342766,-0.0034246084096645675,-0.001389809756648046,-0.007741804824547346,0.010498740871431699,-0.020121423154731227
2022-09-20,0.022497001048398357,0.006837603797838745,0.019284338052180036,0.011590574852836742,0.007802399893871379,0.016129397957988803
2022-09-21,0.0,0.005097750969841196,0.04011230665225666,-0.01808825778529031,0.0,0.019802646624188455
2022-09-22,-0.0063762496062194154,0.016807155578977745,-0.009216652408419462,-0.0052288102569105765,-0.02359224178215204,-0.015810621427446103
2022-09-23,-0.0369206239218716,-0.013423035186824245,-0.03226087426408187,0.025874633998935796,-0.03509122952000671,0.0019900115328437924
2022-09-26,-0.04641463442121207,-0.05378570274997793,-0.048995009346774934,-0.04305947353731312,-0.022223155172677526,-0.04680407232186133
2022-09-27,0.04086835873637957,-0.0035715345810334895,0.0184795188637253,-0.02839951361341343,0.05996343466577304,-0.01892798590503994
2022-09-28,-0.023636514218995874,-0.030883356921102074,-0.015614279290230496,0.0013708127601655682,-0.03499685930741921,-0.05453915216337288
2022-09-29,-0.005710986196221417,0.014652212476704632,-0.0173164566051794,0.0,-0.04196419443604486,-0.01354423892121701
2022-09-30,-0.009206063437498514,-0.01649894721615711,-0.002915360469660207,-0.029189048647873868,0.0028531139162434765,0.015783929722767976
2022-10-04,0.05181340036609804,0.05046109285938059,0.03302523217942377,0.04952864978151597,0.033616583682126486,0.017738751032353332
2022-10-05,-0.03803594172252175,0.007005252244552465,-0.01565865467807882,0.026491761939633107,-0.005524853202918983,0.0
2022-10-06,0.012464830457015736,0.010416754099104716,0.012829732018774267,-0.023810774223215952,0.016483822277719544,0.0
2022-10-07,0.006733971111907246,0.020513526726525972,0.06710256709491128,0.013298112637335017,-0.03606495417852678,0.0
2022-10-11,-0.011248706508917782,-0.025708302073370205,-0.075637433125438,-0.026775330281004345,-0.07323909689936578,-0.028987520943573885
2022-10-12,0.00788738923812133,0.00692048864651547,0.009950327710272022,0.01347721764366929,0.021053441889726077,0.004514684958825613
2022-10-13,-0.01926407005535986,-0.010398699560643706,-0.038937901928525545,0.004008112003188765,-0.0645385605354945,-0.034367631213393444
2022-10-14,0.017016802825648006,0.018982349299331926,0.030415159718718433,0.02501772205670822,0.02817088572179052,0.011587674071708985
2022-10-17,-0.002252137035426069,-0.012037907428504217,-0.015816341354449027,-0.003908830153131357,-0.012422530723547588,0.0
2022-10-18,0.02008996817155829,0.006896548996072463,0.010093889865736502,0.02831591156001639,0.02773676364752551,0.020525208814323837
2022-10-19,-0.005540318740008368,0.010256493228960831,-0.024692708230005935,0.0025349880739254866,-0.034006350903799144,-0.013636588315544939
2022-10-20,0.019802636561424468,-0.006825935363800098,-0.02381062999309651,-0.008900318000205682,-0.025479107054969228,-0.009195571064108858
2022-10-21,-0.01536798513199087,-0.015530969266528537,-0.009077179245088399,-0.008980245573895674,-0.019544580481024563,-0.0046294523711674996
2022-10-24,-0.005546275684832555,-0.0052310074396337575,0.026988112247055347,-0.026111114857615133,0.013072028125670685,-0.009324181543078172
2022-10-25,-0.01569543799840063,-0.012313342137741656,-0.014903424750908119,0.009216726432574866,-0.022989489738249852,0.0
2022-10-26,-0.0011305721507336762,-0.005323838741021843,-0.01818224103031884,0.02715096822345602,-0.016750808419012754,-0.0165292698887442
2022-10-27,0.014598763165848377,0.04692434000101134,0.038985362772356584,0.047331406765687305,0.029952331740947687,0.01183442083174715
2022-10-28,0.018774727965441666,0.023491094412547948,-0.008862649441876,0.0060643464739705295,-0.019868187321902004,-0.016607704263377175
2022-10-31,-0.04475017194852867,0.009901063439417433,-0.002971757633771284,-0.002421435170387257,0.0066666639999670915,-0.01445809748470844
2022-11-01,0.009111694695011687,0.0032786410043428747,0.01769958290043354,0.0012115044114250828,0.01320152332193498,0.016847440191281596
2022-11-02,0.015748310257835522,0.004897929711925312,-0.008810673523587286,-0.002424370268847924,-0.00988478423916728,0.011862693905121523
2022-11-03,-0.006718985019903144,0.0,-0.01936020576352207,-0.008531392718033028,-0.026847206650016178,-0.016647200446942383
2022-11-04,0.008948714978282738,0.014551686851184721,0.004501155140082535,-0.0024510006111515903,0.0334479291798278,-0.014493120894246451
2022-11-07,-0.010072932085578884,0.02379178104019928,0.005970141246593266,0.0012262512308873254,0.009820005969156304,0.009685414816777278
2022-11-08,0.0022472672297119234,0.0046911356224443096,0.02353047818584188,-0.0012262512308873024,0.0225452739564823,0.047067365248829436
2022-11-09,0.0033613172707964373,-0.015723629057805628,-0.01169607111019461,0.010982393329184622,-0.02254527395648235,0.020478599605521584
2022-11-10,-0.020339692708470938,-0.025683552471778025,-0.001471623448954914,-0.0159023809097923,-0.016420728498967755,0.01564274732952234
2022-11-11,0.02813919932420941,0.004866150432651041,0.054454795309836865,0.0207449354223982,0.07339818194876015,0.006629820225590183
2022-11-14,0.00553399842107725,0.009661904070520864,-0.01687812086858701,-0.0036296886551829125,-0.006172833760301436,-0.026787252513937893
2022-11-15,-0.0033167226843183063,-0.012903419477887422,0.040311245340046424,-0.007299359420397411,0.02446601259470884,0.00900907910966951
2022-11-16,0.00772207000406514,0.009693122549679245,-0.013717730099738316,0.019347684362467935,0.0,0.0022396908015510186
2022-11-17,-0.030119410656463928,-0.0032205652162722352,-0.01671340984996012,-0.018127309804921693,-0.03379736346108866,0.002234594115633649
2022-11-18,-0.010244829026254787,0.01441180312784039,-0.0070472544541172796,0.009708673518034141,-0.028528092792607644,-0.002234594115633762
2022-11-21,-0.006888696423907061,0.020457043069648247,-0.007097270936808101,0.013197655022275842,-0.0227651819996598,0.0
2022-11-22,-0.01743210835195695,-0.009389733242502273,-0.0028530567734639254,0.008308717252717724,-0.009917461612579294,-0.03877347182654895
2022-11-23,0.009334872626116403,0.018692118929096318,0.022599891324998324,-0.0011827413431142275,0.029462042093603914,0.002323026795971999
2022-11-24,-0.010507882638413655,-0.010861242713190519,0.019364283857885904,0.02570223649522379,0.041080045177622676,0.004629452371167516
2022-11-25,0.004683806861461185,0.009316830688851205,0.013605594468982903,-0.001153974396734108,-0.015600938122653429,0.0
2022-11-28,-0.029640513967992905,-0.0030959981456908916,-0.023240903610864536,-0.0340607861021752,-0.03195165941032319,0.06914694136096002
2022-11-29,0.01196185793700269,0.004640410170030252,0.0299750194255716,0.044399741449765794,0.0413413612445407,0.0
